delta	delta_high	alpha	Pizza Price	Pizza Amount	Fondue Price	Fondue Amount	Italian Wage	Swiss Hours Worked	Italian Wage	Swiss Hours Worked	Deviation
0.6	0.06	6.5	2.283	876.983	3.469	1116.499	3.101	711.019	2.238	583.531	0.007231
0.6	0.06	7	2.064	819.682	3.649	1146.275	3.241	726.079	2.094	553.148	0.007283
0.6	0.06	7.5	1.837	753.224	3.823	1174.481	3.379	739.965	1.949	518.705	0.007172
0.6	0.06	8	1.598	674.622	3.991	1201.482	3.514	752.91	1.805	479.526	0.006385
0.6	0.06	8.5	1.343	578.352	4.151	1227.574	3.647	765.001	1.662	434.524	0.005960
0.6	0.06	9	1.059	455.29	4.301	1252.976	3.774	776.447	1.519	382.819	0.005330
0.6	0.12	1	4.488	1209.619	1.297	341.894	1.812	475.469	3.53	751.069	0.004868
0.6	0.12	1.5	4.367	1176.075	1.628	451.283	1.924	502.104	3.441	740.002	0.004251
0.6	0.12	2	4.235	1141.665	1.915	541.56	2.036	527.416	3.346	728.658	0.005204
0.6	0.12	2.5	4.091	1106.221	2.174	619.27	2.149	551.173	3.246	716.894	0.005611
0.6	0.12	3	3.939	1069.587	2.413	687.802	2.262	573.38	3.143	704.607	0.005447
0.6	0.12	3.5	3.778	1031.443	2.639	749.129	2.375	593.88	3.038	691.615	0.005834
0.6	0.12	4	3.608	991.505	2.851	805.167	2.487	613.146	2.93	677.93	0.005262
0.6	0.12	4.5	3.43	949.416	3.052	856.876	2.599	631.207	2.82	663.45	0.004274
0.6	0.12	5	3.244	904.782	3.244	904.829	2.71	648.022	2.71	648.007	0.003609
0.6	0.12	5.5	3.051	856.949	3.43	949.477	2.82	663.527	2.599	631.285	0.003981
0.6	0.12	6	2.85	805.356	3.608	991.52	2.93	678.011	2.487	613.288	0.004694
0.6	0.12	6.5	2.638	749.273	3.778	1031.439	3.037	691.659	2.375	593.978	0.005386
0.6	0.12	7	2.412	688.044	3.938	1069.55	3.142	704.653	2.262	573.506	0.004843
0.6	0.12	7.5	2.173	619.453	4.091	1106.227	3.245	716.934	2.149	551.31	0.004973
0.6	0.12	8	1.916	541.387	4.235	1141.673	3.346	728.629	2.036	527.319	0.005806
0.6	0.12	8.5	1.628	451.226	4.368	1176.067	3.441	739.987	1.924	502.064	0.004542
0.6	0.12	9	1.297	341.861	4.487	1209.633	3.529	751.068	1.811	475.48	0.005145
0.6	0.18	1	4.59	1188.615	1.473	280.961	2.106	547.222	3.265	722.632	0.003320
0.6	0.18	1.5	4.492	1150.332	1.843	380.792	2.188	558.426	3.213	712.663	0.003241
0.6	0.18	2	4.382	1110.661	2.154	466.385	2.269	570.28	3.156	702.807	0.004086
0.6	0.18	2.5	4.257	1069.853	2.427	542.473	2.349	582.579	3.093	693.047	0.004384
0.6	0.18	3	4.123	1027.687	2.673	611.481	2.428	594.851	3.026	683.184	0.004379
0.6	0.18	3.5	3.978	984.058	2.898	674.937	2.506	606.953	2.957	673.166	0.004295
0.6	0.18	4	3.825	938.68	3.11	733.669	2.584	618.564	2.886	662.771	0.005021
0.6	0.18	4.5	3.661	891.302	3.304	789.317	2.661	630.26	2.812	652.336	0.004008
0.6	0.18	5	3.487	841.722	3.487	841.722	2.737	641.578	2.737	641.571	0.003518
0.6	0.18	5.5	3.303	789.345	3.661	891.372	2.812	652.397	2.661	630.324	0.003878
0.6	0.18	6	3.108	733.886	3.825	938.683	2.885	662.875	2.584	618.71	0.004435
0.6	0.18	6.5	2.899	674.816	3.979	984.037	2.957	673.113	2.506	606.843	0.004741
0.6	0.18	7	2.673	611.375	4.123	1027.702	3.026	683.162	2.428	594.787	0.004758
0.6	0.18	7.5	2.425	542.766	4.257	1069.815	3.092	693.11	2.348	582.726	0.003472
0.6	0.18	8	2.154	466.448	4.381	1110.676	3.156	702.832	2.269	570.332	0.003759
0.6	0.18	8.5	1.844	380.591	4.494	1150.24	3.215	712.579	2.188	558.19	0.004000
0.6	0.18	9	1.473	280.908	4.591	1188.599	3.265	722.598	2.107	547.188	0.003573
0.6	0.24	1	4.646	1178.477	1.582	249.849	2.403	604.184	2.987	689.642	0.003561
0.6	0.24	1.5	4.562	1137.655	1.979	344.056	2.454	605.729	2.971	681.672	0.003945
0.6	0.24	2	4.462	1095.276	2.305	426.778	2.501	608.661	2.949	674.491	0.004376
0.6	0.24	2.5	4.35	1051.439	2.585	501.769	2.546	612.538	2.923	667.814	0.003963
0.6	0.24	3	4.227	1006.143	2.834	570.791	2.59	616.974	2.893	661.406	0.003853
0.6	0.24	3.5	4.094	959.339	3.06	635.134	2.633	621.79	2.861	655.248	0.003865
0.6	0.24	4	3.951	910.879	3.267	695.452	2.674	626.743	2.827	649.144	0.004517
0.6	0.24	4.5	3.797	860.465	3.456	753.204	2.714	632.225	2.791	643.431	0.003707
0.6	0.24	5	3.632	808.03	3.632	808.046	2.753	637.786	2.753	637.79	0.003525
0.6	0.24	5.5	3.456	753.115	3.797	860.535	2.791	643.432	2.714	632.21	0.003858
0.6	0.24	6	3.267	695.485	3.951	910.908	2.827	649.188	2.674	626.781	0.004352
0.6	0.24	6.5	3.06	635.079	4.094	959.327	2.861	655.213	2.633	621.748	0.004082
0.6	0.24	7	2.834	570.788	4.227	1006.154	2.893	661.426	2.59	616.968	0.003902
0.6	0.24	7.5	2.585	501.828	4.35	1051.451	2.923	667.838	2.546	612.59	0.003746
0.6	0.24	8	2.304	426.945	4.462	1095.269	2.949	674.553	2.501	608.725	0.003715
0.6	0.24	8.5	1.979	344.036	4.561	1137.681	2.971	681.709	2.453	605.716	0.004065
0.6	0.24	9	1.582	249.76	4.646	1178.546	2.987	689.68	2.403	604.216	0.003963
0.6	0.3	1	4.664	1175.448	1.619	240.312	2.698	650.807	2.698	650.791	0.003704
0.6	0.3	1.5	4.583	1133.85	2.025	332.738	2.716	646.408	2.716	646.446	0.003982
0.6	0.3	2	4.487	1090.551	2.355	414.611	2.729	643.305	2.729	643.328	0.003781
0.6	0.3	2.5	4.38	1045.795	2.64	488.898	2.739	640.966	2.739	640.96	0.004160
0.6	0.3	3	4.261	999.483	2.89	557.866	2.747	639.241	2.747	639.245	0.003978
0.6	0.3	3.5	4.132	951.628	3.115	622.459	2.752	637.987	2.752	637.979	0.003944
0.6	0.3	4	3.993	902.141	3.32	683.392	2.756	637.065	2.756	637.066	0.004276
0.6	0.3	4.5	3.843	850.765	3.508	741.641	2.758	636.611	2.758	636.613	0.003902
0.6	0.3	5	3.681	797.362	3.681	797.422	2.758	636.529	2.758	636.538	0.003545
0.6	0.3	5.5	3.507	741.739	3.842	850.795	2.758	636.692	2.758	636.692	0.003608
0.6	0.3	6	3.319	683.559	3.992	902.13	2.756	637.159	2.756	637.154	0.003815
0.6	0.3	6.5	3.114	622.507	4.132	951.61	2.752	637.991	2.752	638.001	0.003863
0.6	0.3	7	2.889	557.962	4.261	999.452	2.746	639.279	2.746	639.258	0.003723
0.6	0.3	7.5	2.639	488.963	4.379	1045.79	2.739	640.985	2.739	640.995	0.003913
0.6	0.3	8	2.355	414.653	4.488	1090.554	2.73	643.349	2.729	643.319	0.003513
0.6	0.3	8.5	2.025	332.735	4.583	1133.868	2.716	646.429	2.716	646.458	0.004009
0.6	0.3	9	1.619	240.268	4.663	1175.511	2.698	650.829	2.698	650.852	0.003893
0.65	0.065	1	3.144	1613.615	0.816	575.813	1.346	447.712	3.639	821.937	0.005693
0.65	0.065	1.5	3.036	1579.282	1.018	736.241	1.49	501.289	3.506	811.958	0.006255
0.65	0.065	2	2.92	1544.47	1.2	861.414	1.635	546.619	3.368	801.378	0.006491
0.65	0.065	2.5	2.8	1508.698	1.37	963.419	1.781	585.157	3.229	789.974	0.007266
0.65	0.065	3	2.675	1471.611	1.534	1049.176	1.926	618.274	3.088	777.662	0.007537
0.65	0.065	3.5	2.546	1432.664	1.69	1123.444	2.072	647.299	2.945	764.263	0.006771
0.65	0.065	4	2.411	1391.638	1.841	1189.297	2.218	673.281	2.8	749.817	0.004768
0.65	0.065	4.5	2.273	1347.523	1.988	1247.431	2.364	695.849	2.655	733.738	0.004015
0.65	0.065	5	2.132	1299.897	2.132	1299.951	2.51	715.999	2.509	715.978	0.003333
0.65	0.065	5.5	1.988	1247.351	2.273	1347.593	2.655	733.757	2.364	695.825	0.004099
0.65	0.065	6	1.841	1189.001	2.411	1391.614	2.801	749.76	2.218	673.089	0.005363
0.65	0.065	6.5	1.69	1123.397	2.546	1432.754	2.945	764.288	2.072	647.339	0.006871
0.65	0.065	7	1.533	1049.549	2.675	1471.711	3.088	777.736	1.926	618.58	0.006659
0.65	0.065	7.5	1.37	963.63	2.8	1508.753	3.229	790.026	1.78	585.309	0.006602
0.65	0.065	8	1.199	861.47	2.921	1544.463	3.369	801.38	1.635	546.648	0.006456
0.65	0.065	8.5	1.018	736.182	3.036	1579.296	3.506	811.959	1.49	501.274	0.006405
0.65	0.065	9	0.816	575.943	3.144	1613.607	3.639	821.944	1.346	447.747	0.005277
0.65	0.13	1	3.272	1561.805	1.039	416.115	1.638	541.237	3.386	799.495	0.004271
0.65	0.13	1.5	3.189	1515.541	1.275	556.718	1.751	568.098	3.291	789.755	0.005092
0.65	0.13	2	3.097	1468.421	1.477	674.084	1.863	593.235	3.191	779.772	0.005322
0.65	0.13	2.5	2.997	1420.225	1.659	775.541	1.976	616.412	3.087	769.378	0.005237
0.65	0.13	3	2.892	1370.667	1.827	864.949	2.09	637.53	2.981	758.386	0.005647
0.65	0.13	3.5	2.78	1319.431	1.985	945.348	2.203	656.94	2.873	746.742	0.005984
0.65	0.13	4	2.662	1265.938	2.133	1019.187	2.316	675.026	2.764	734.432	0.005107
0.65	0.13	4.5	2.538	1209.903	2.274	1087.361	2.428	691.813	2.652	721.34	0.003940
0.65	0.13	5	2.408	1150.679	2.408	1150.801	2.54	707.299	2.54	707.285	0.003228
0.65	0.13	5.5	2.273	1087.515	2.538	1209.988	2.652	721.445	2.428	691.925	0.003554
0.65	0.13	6	2.133	1019.262	2.662	1266.039	2.763	734.509	2.316	675.119	0.004864
0.65	0.13	6.5	1.984	945.624	2.78	1319.455	2.873	746.827	2.203	657.098	0.005338
0.65	0.13	7	1.827	865.173	2.891	1370.702	2.981	758.446	2.09	637.675	0.005155
0.65	0.13	7.5	1.659	775.656	2.997	1420.241	3.087	769.409	1.976	616.482	0.004913
0.65	0.13	8	1.477	674.234	3.097	1468.414	3.191	779.798	1.863	593.297	0.004955
0.65	0.13	8.5	1.275	556.731	3.189	1515.528	3.291	789.756	1.751	568.084	0.005130
0.65	0.13	9	1.04	415.977	3.272	1561.837	3.386	799.484	1.638	541.234	0.004867
0.65	0.195	1	3.342	1537.705	1.211	332.518	1.936	610.886	3.115	773.954	0.003407
0.65	0.195	1.5	3.277	1484.472	1.477	459.52	2.016	622.031	3.058	765.079	0.004668
0.65	0.195	2	3.201	1429.887	1.694	569.976	2.095	633.882	2.995	756.409	0.005165
0.65	0.195	2.5	3.118	1373.84	1.882	669.206	2.174	645.89	2.928	747.777	0.004686
0.65	0.195	3	3.028	1316.302	2.051	759.348	2.253	657.536	2.858	738.922	0.005133
0.65	0.195	3.5	2.932	1256.941	2.205	842.87	2.331	668.906	2.787	729.875	0.005129
0.65	0.195	4	2.829	1195.49	2.347	921.134	2.409	680.012	2.713	720.616	0.004751
0.65	0.195	4.5	2.718	1131.673	2.478	995.112	2.485	690.899	2.638	711.151	0.003714
0.65	0.195	5	2.601	1065.066	2.601	1065.207	2.562	701.339	2.562	701.322	0.003134
0.65	0.195	5.5	2.478	995.158	2.718	1131.742	2.638	711.208	2.485	690.955	0.003547
0.65	0.195	6	2.346	921.194	2.828	1195.592	2.713	720.69	2.408	680.105	0.004412
0.65	0.195	6.5	2.205	842.936	2.932	1256.959	2.786	729.905	2.331	668.952	0.005040
0.65	0.195	7	2.051	759.394	3.028	1316.306	2.858	738.933	2.252	657.566	0.005050
0.65	0.195	7.5	1.882	669.134	3.118	1373.862	2.928	747.771	2.174	645.864	0.004886
0.65	0.195	8	1.692	570.694	3.201	1429.81	2.994	756.54	2.095	634.146	0.003083
0.65	0.195	8.5	1.476	459.6	3.277	1484.49	3.058	765.108	2.016	622.072	0.004190
0.65	0.195	9	1.212	332.405	3.342	1537.724	3.115	773.948	1.936	610.86	0.003770
0.65	0.26	1	3.379	1526.561	1.32	290.787	2.237	665.016	2.831	744.065	0.003704
0.65	0.26	1.5	3.323	1469.731	1.605	410.035	2.283	666.807	2.81	737.038	0.004337
0.65	0.26	2	3.258	1411.016	1.831	516.416	2.328	669.975	2.783	730.698	0.004214
0.65	0.26	2.5	3.185	1350.619	2.023	613.688	2.372	673.886	2.753	724.794	0.003877
0.65	0.26	3	3.105	1288.499	2.191	703.772	2.414	678.11	2.72	719.037	0.004366
0.65	0.26	3.5	3.019	1224.564	2.342	788.404	2.456	682.62	2.686	713.455	0.004765
0.65	0.26	4	2.926	1158.573	2.479	868.78	2.496	687.413	2.651	708.029	0.004704
0.65	0.26	4.5	2.825	1090.316	2.603	945.844	2.536	692.557	2.613	702.871	0.003694
0.65	0.26	5	2.717	1019.652	2.718	1019.558	2.575	697.79	2.575	697.785	0.003167
0.65	0.26	5.5	2.602	945.897	2.825	1090.412	2.613	702.948	2.536	692.637	0.003474
0.65	0.26	6	2.478	868.859	2.926	1158.63	2.651	708.099	2.496	687.485	0.004419
0.65	0.26	6.5	2.342	788.463	3.019	1224.596	2.686	713.498	2.456	682.671	0.004584
0.65	0.26	7	2.191	703.749	3.105	1288.512	2.72	719.041	2.414	678.099	0.004413
0.65	0.26	7.5	2.023	613.404	3.185	1350.642	2.753	724.724	2.372	673.757	0.004725
0.65	0.26	8	1.832	516.287	3.258	1411.072	2.783	730.701	2.328	669.951	0.004486
0.65	0.26	8.5	1.604	410.226	3.323	1469.693	2.81	737.057	2.284	666.864	0.003750
0.65	0.26	9	1.321	290.682	3.379	1526.556	2.831	744.049	2.237	664.968	0.004085
0.65	0.325	1	3.39	1523.213	1.358	278.132	2.536	708.392	2.536	708.378	0.003682
0.65	0.325	1.5	3.338	1465.298	1.649	394.916	2.55	704.655	2.55	704.671	0.003916
0.65	0.325	2	3.275	1405.333	1.878	499.705	2.559	702.03	2.559	702.048	0.004067
0.65	0.325	2.5	3.206	1343.545	2.071	596.214	2.566	700.161	2.566	700.15	0.003903
0.65	0.325	3	3.13	1279.882	2.239	686.366	2.571	698.713	2.571	698.708	0.004028
0.65	0.325	3.5	3.047	1214.6	2.39	770.972	2.575	697.545	2.575	697.553	0.005064
0.65	0.325	4	2.958	1147.103	2.524	852.151	2.578	696.867	2.578	696.875	0.004811
0.65	0.325	4.5	2.861	1077.316	2.645	930.304	2.579	696.635	2.579	696.629	0.003639
0.65	0.325	5	2.756	1005.262	2.756	1005.23	2.579	696.61	2.579	696.616	0.003113
0.65	0.325	5.5	2.644	930.349	2.861	1077.361	2.579	696.681	2.579	696.675	0.003513
0.65	0.325	6	2.523	852.533	2.957	1146.98	2.578	696.981	2.578	696.989	0.004086
0.65	0.325	6.5	2.388	771.355	3.047	1214.545	2.575	697.688	2.575	697.696	0.004203
0.65	0.325	7	2.239	686.415	3.129	1279.932	2.571	698.767	2.571	698.759	0.003797
0.65	0.325	7.5	2.071	596.212	3.206	1343.521	2.566	700.148	2.566	700.134	0.004001
0.65	0.325	8	1.878	499.784	3.276	1405.342	2.559	702.07	2.559	702.078	0.003804
0.65	0.325	8.5	1.649	394.811	3.338	1465.349	2.55	704.645	2.55	704.682	0.004128
0.65	0.325	9	1.358	277.98	3.39	1523.263	2.537	708.391	2.536	708.367	0.004254
0.7	0.07	1	2.305	2078.254	0.625	732.695	1.204	516.509	3.53	862.472	0.006311
0.7	0.07	1.5	2.228	2031.781	0.768	941.213	1.35	570.235	3.392	854.001	0.006004
0.7	0.07	2	2.145	1985.209	0.899	1103.03	1.496	614.244	3.251	844.937	0.006600
0.7	0.07	2.5	2.058	1937.874	1.022	1234.85	1.643	650.98	3.109	835.17	0.006697
0.7	0.07	3	1.968	1889.094	1.14	1345.138	1.79	681.83	2.965	824.509	0.007200
0.7	0.07	3.5	1.874	1838.34	1.254	1440.388	1.937	708.521	2.82	812.884	0.006549
0.7	0.07	4	1.777	1785.003	1.363	1524.614	2.085	732.051	2.673	800.2	0.004837
0.7	0.07	4.5	1.677	1728.243	1.47	1599.491	2.233	752.567	2.526	786.199	0.003679
0.7	0.07	5	1.574	1666.828	1.574	1666.875	2.38	770.472	2.379	770.464	0.003084
0.7	0.07	5.5	1.47	1599.372	1.677	1728.28	2.527	786.2	2.232	752.516	0.003762
0.7	0.07	6	1.363	1524.748	1.777	1785.103	2.673	800.276	2.085	732.118	0.004648
0.7	0.07	6.5	1.254	1440.338	1.874	1838.48	2.82	812.901	1.938	708.583	0.006605
0.7	0.07	7	1.14	1345.488	1.968	1889.246	2.965	824.573	1.79	682.096	0.006542
0.7	0.07	7.5	1.022	1234.989	2.058	1937.929	3.109	835.194	1.643	651.079	0.006406
0.7	0.07	8	0.899	1103.144	2.145	1985.237	3.251	844.955	1.497	614.301	0.006296
0.7	0.07	8.5	0.768	941.208	2.228	2031.785	3.392	853.999	1.35	570.242	0.006085
0.7	0.07	9	0.625	733.003	2.305	2078.236	3.53	862.48	1.205	516.598	0.005419
0.7	0.14	1	2.393	2016.911	0.831	508.854	1.498	607.924	3.27	843.01	0.004928
0.7	0.14	1.5	2.336	1953.119	0.998	689.346	1.61	634.148	3.17	834.675	0.005653
0.7	0.14	2	2.272	1888.731	1.139	840.975	1.723	658.163	3.065	826.091	0.005687
0.7	0.14	2.5	2.203	1823.378	1.267	972.521	1.837	679.9	2.959	817.105	0.005727
0.7	0.14	3	2.13	1756.617	1.385	1088.964	1.95	699.49	2.85	807.561	0.005928
0.7	0.14	3.5	2.053	1687.785	1.496	1194.009	2.064	717.209	2.741	797.352	0.006223
0.7	0.14	4	1.971	1616.398	1.6	1290.629	2.178	733.59	2.629	786.524	0.005222
0.7	0.14	4.5	1.884	1541.985	1.699	1380.242	2.291	748.729	2.517	775.014	0.004069
0.7	0.14	5	1.793	1463.708	1.793	1463.784	2.404	762.574	2.404	762.574	0.003174
0.7	0.14	5.5	1.699	1380.332	1.884	1542.195	2.517	775.127	2.291	748.829	0.003761
0.7	0.14	6	1.6	1290.854	1.97	1616.559	2.629	786.645	2.177	733.741	0.004813
0.7	0.14	6.5	1.496	1194.256	2.053	1687.874	2.741	797.447	2.064	717.343	0.005717
0.7	0.14	7	1.385	1089.116	2.13	1756.623	2.85	807.6	1.95	699.541	0.005772
0.7	0.14	7.5	1.267	972.603	2.203	1823.338	2.959	817.109	1.837	679.902	0.005592
0.7	0.14	8	1.139	841.28	2.272	1888.708	3.065	826.131	1.723	658.253	0.004934
0.7	0.14	8.5	0.997	689.449	2.335	1953.128	3.17	834.689	1.61	634.191	0.005243
0.7	0.14	9	0.831	508.812	2.393	2016.913	3.27	843.003	1.497	607.915	0.004967
0.7	0.21	1	2.44	1989.639	0.997	395.501	1.797	673.346	2.994	820.599	0.004392
0.7	0.21	1.5	2.396	1915.969	1.182	556.837	1.876	684.33	2.931	812.99	0.004875
0.7	0.21	2	2.346	1840.925	1.332	698.574	1.954	695.614	2.864	805.531	0.005326
0.7	0.21	2.5	2.291	1764.288	1.46	826.731	2.033	706.764	2.794	798.009	0.005329
0.7	0.21	3	2.231	1686.032	1.576	944.201	2.111	717.524	2.722	790.301	0.005808
0.7	0.21	3.5	2.167	1605.632	1.68	1053.981	2.189	728.037	2.648	782.444	0.005190
0.7	0.21	4	2.099	1522.645	1.776	1156.911	2.267	737.971	2.574	774.185	0.005065
0.7	0.21	4.5	2.025	1437.003	1.864	1254.961	2.344	747.819	2.498	765.875	0.003822
0.7	0.21	5	1.946	1348.105	1.947	1348.127	2.421	757.183	2.421	757.177	0.003102
0.7	0.21	5.5	1.863	1255.178	2.025	1437.088	2.497	765.987	2.344	747.944	0.003365
0.7	0.21	6	1.776	1157.094	2.098	1522.785	2.574	774.297	2.267	738.1	0.004751
0.7	0.21	6.5	1.68	1053.869	2.167	1605.677	2.649	782.439	2.189	728.006	0.005393
0.7	0.21	7	1.575	944.548	2.231	1686.072	2.722	790.399	2.111	717.69	0.004939
0.7	0.21	7.5	1.461	826.723	2.291	1764.303	2.794	798.015	2.033	706.765	0.005469
0.7	0.21	8	1.332	698.553	2.346	1840.898	2.864	805.52	1.954	695.595	0.005534
0.7	0.21	8.5	1.182	556.612	2.396	1916.018	2.931	812.975	1.876	684.276	0.005425
0.7	0.21	9	0.997	395.321	2.44	1989.672	2.994	820.57	1.797	673.344	0.005049
0.7	0.28	1	2.464	1977.419	1.103	340.192	2.101	722.991	2.704	794.105	0.004557
0.7	0.28	1.5	2.428	1898.739	1.302	490.315	2.146	725.097	2.679	788.092	0.005152
0.7	0.28	2	2.386	1817.908	1.457	625.912	2.188	728.26	2.648	782.662	0.005358
0.7	0.28	2.5	2.339	1735.015	1.585	751.431	2.23	732.006	2.615	777.572	0.004871
0.7	0.28	3	2.288	1650.24	1.697	868.505	2.272	735.926	2.581	772.553	0.005716
0.7	0.28	3.5	2.233	1563.228	1.797	979.624	2.313	740.114	2.545	767.682	0.005768
0.7	0.28	4	2.173	1473.769	1.885	1086.116	2.353	744.599	2.508	762.993	0.004789
0.7	0.28	4.5	2.109	1381.544	1.966	1188.271	2.393	749.112	2.47	758.309	0.004139
0.7	0.28	5	2.039	1286.895	2.039	1286.78	2.431	753.924	2.431	753.922	0.003159
0.7	0.28	5.5	1.965	1188.508	2.108	1381.825	2.47	758.526	2.392	749.317	0.003568
0.7	0.28	6	1.885	1086.078	2.173	1473.912	2.508	763.046	2.353	744.644	0.004732
0.7	0.28	6.5	1.796	979.725	2.233	1563.245	2.545	767.718	2.313	740.153	0.005613
0.7	0.28	7	1.697	868.691	2.288	1650.238	2.581	772.61	2.272	735.999	0.005197
0.7	0.28	7.5	1.585	751.424	2.339	1735.008	2.615	777.571	2.23	731.996	0.004931
0.7	0.28	8	1.457	625.915	2.386	1817.908	2.648	782.661	2.188	728.258	0.005335
0.7	0.28	8.5	1.302	490.449	2.428	1898.715	2.678	788.103	2.146	725.135	0.004663
0.7	0.28	9	1.103	340.317	2.464	1977.403	2.705	794.112	2.101	723.024	0.004042
0.7	0.35	1	2.472	1973.881	1.14	323.652	2.406	762.254	2.405	762.229	0.004076
0.7	0.35	1.5	2.438	1893.605	1.344	470.261	2.415	759.183	2.415	759.204	0.004480
0.7	0.35	2	2.398	1810.946	1.5	603.787	2.421	757.114	2.421	757.12	0.004511
0.7	0.35	2.5	2.354	1726.151	1.628	727.898	2.426	755.567	2.426	755.572	0.004910
0.7	0.35	3	2.306	1639.272	1.739	844.898	2.43	754.396	2.43	754.406	0.005335
0.7	0.35	3.5	2.254	1550.187	1.837	956.214	2.432	753.499	2.432	753.485	0.005796
0.7	0.35	4	2.198	1458.435	1.922	1063.705	2.434	752.973	2.434	752.969	0.004935
0.7	0.35	4.5	2.137	1364.335	2	1167.213	2.435	752.734	2.435	752.731	0.004216
0.7	0.35	5	2.07	1267.709	2.07	1267.553	2.435	752.904	2.435	752.906	0.003020
0.7	0.35	5.5	1.999	1167.582	2.136	1364.504	2.434	752.955	2.434	752.954	0.003434
0.7	0.35	6	1.922	1063.656	2.198	1458.581	2.434	753.014	2.434	753.012	0.005052
0.7	0.35	6.5	1.835	956.625	2.254	1550.155	2.432	753.624	2.432	753.626	0.004941
0.7	0.35	7	1.739	844.945	2.306	1639.29	2.43	754.429	2.43	754.426	0.005199
0.7	0.35	7.5	1.629	727.711	2.354	1726.26	2.426	755.556	2.426	755.562	0.005226
0.7	0.35	8	1.5	603.679	2.398	1810.976	2.421	757.099	2.421	757.101	0.004826
0.7	0.35	8.5	1.344	470.093	2.438	1893.684	2.415	759.178	2.415	759.196	0.004845
0.7	0.35	9	1.14	323.558	2.472	1973.919	2.405	762.243	2.405	762.236	0.004329
0.75	0.075	1	1.695	2676.903	0.476	937.239	1.087	588.946	3.441	898.677	0.005991
0.75	0.075	1.5	1.64	2613.779	0.578	1206.972	1.234	640.651	3.299	891.661	0.005771
0.75	0.075	2	1.581	2551.38	0.673	1415.529	1.382	681.829	3.155	884.117	0.006208
0.75	0.075	2.5	1.518	2488.523	0.762	1583.895	1.529	715.079	3.011	875.876	0.007444
0.75	0.075	3	1.453	2424.709	0.848	1726.36	1.678	743.409	2.864	867.024	0.006628
0.75	0.075	3.5	1.384	2358.265	0.931	1847.322	1.826	766.791	2.717	857.05	0.007019
0.75	0.075	4	1.314	2288.855	1.012	1954.248	1.975	787.227	2.569	846.126	0.006248
0.75	0.075	4.5	1.241	2215.112	1.09	2049.3	2.123	804.788	2.42	833.915	0.005557
0.75	0.075	5	1.166	2136.519	1.166	2136.396	2.272	820.6	2.272	820.571	0.003909
0.75	0.075	5.5	1.09	2049.798	1.241	2215.104	2.42	834.03	2.123	804.878	0.004751
0.75	0.075	6	1.011	1954.373	1.314	2289.204	2.569	846.271	1.975	787.323	0.006039
0.75	0.075	6.5	0.931	1847.781	1.384	2358.572	2.717	857.19	1.826	767.012	0.006551
0.75	0.075	7	0.848	1726.105	1.452	2424.866	2.864	867.049	1.678	743.37	0.006553
0.75	0.075	7.5	0.762	1584.69	1.518	2488.74	3.01	875.963	1.53	715.469	0.006447
0.75	0.075	8	0.672	1415.79	1.581	2551.349	3.155	884.137	1.382	681.861	0.006084
0.75	0.075	8.5	0.579	1206.733	1.64	2613.792	3.299	891.653	1.234	640.582	0.006266
0.75	0.075	9	0.476	937.069	1.695	2676.938	3.441	898.679	1.087	588.919	0.006196
0.75	0.15	1	1.755	2604.869	0.663	624.669	1.381	675.026	3.174	882.162	0.005552
0.75	0.15	1.5	1.716	2517.011	0.779	855.508	1.494	699.604	3.07	875.218	0.006311
0.75	0.15	2	1.672	2429.182	0.878	1050.767	1.608	721.685	2.963	868.042	0.005976
0.75	0.15	2.5	1.625	2340.699	0.968	1220.664	1.722	741.275	2.854	860.471	0.006387
0.75	0.15	3	1.574	2250.838	1.051	1371.976	1.836	758.794	2.744	852.424	0.006365
0.75	0.15	3.5	1.521	2158.527	1.129	1509.043	1.95	774.45	2.632	843.739	0.006062
0.75	0.15	4	1.464	2063.347	1.204	1634.276	2.065	788.484	2.52	834.302	0.006418
0.75	0.15	4.5	1.404	1964.554	1.274	1751.193	2.179	801.519	2.407	824.273	0.005629
0.75	0.15	5	1.339	1861.591	1.339	1861.655	2.293	813.815	2.293	813.81	0.003756
0.75	0.15	5.5	1.273	1751.695	1.403	1965.035	2.407	824.53	2.179	801.8	0.004772
0.75	0.15	6	1.203	1634.991	1.463	2063.9	2.52	834.603	2.064	788.886	0.005029
0.75	0.15	6.5	1.129	1509.187	1.52	2158.837	2.632	843.854	1.95	774.61	0.005489
0.75	0.15	7	1.051	1372.105	1.574	2250.91	2.743	852.464	1.836	758.859	0.006012
0.75	0.15	7.5	0.968	1220.822	1.625	2340.725	2.854	860.496	1.722	741.327	0.006105
0.75	0.15	8	0.878	1050.754	1.672	2429.175	2.963	868.049	1.608	721.665	0.006193
0.75	0.15	8.5	0.779	855.551	1.716	2517.03	3.07	875.226	1.494	699.627	0.006183
0.75	0.15	9	0.663	624.513	1.755	2604.91	3.174	882.168	1.381	674.999	0.005875
0.75	0.225	1	1.786	2574.353	0.819	472.399	1.682	734.287	2.894	862.941	0.005264
0.75	0.225	1.5	1.757	2472.739	0.946	676.116	1.761	744.569	2.827	856.619	0.005628
0.75	0.225	2	1.725	2369.82	1.047	857.373	1.839	754.902	2.756	850.382	0.005905
0.75	0.225	2.5	1.688	2265.462	1.135	1022.421	1.917	764.95	2.684	844.048	0.006016
0.75	0.225	3	1.649	2159.215	1.212	1175.242	1.995	774.571	2.61	837.547	0.005818
